ma_lich,ma_san_pham,ngay_khoi_hanh,tong_cho,da_dat,con_lai,trang_thai
LKD001397,SP0089,2026-02-25,16,15,1,mo_ban
LKD001398,SP0089,2026-02-28,16,10,6,mo_ban
LKD001399,SP0089,2026-03-03,16,15,1,mo_ban
LKD001400,SP0090,2026-01-05,15,15,0,het_cho
LKD001401,SP0090,2026-01-09,15,8,7,mo_ban
LKD001402,SP0090,2026-01-13,15,7,8,mo_ban
LKD001403,SP0090,2026-01-17,15,15,0,het_cho
LKD001404,SP0090,2026-01-21,15,3,12,mo_ban
LKD001405,SP0090,2026-01-25,15,10,5,mo_ban
LKD001406,SP0090,2026-01-29,15,1,14,mo_ban
LKD001407,SP0090,2026-02-02,15,4,11,mo_ban
LKD001408,SP0090,2026-02-06,15,13,2,mo_ban
LKD001409,SP0090,2026-02-10,15,15,0,het_cho
LKD001410,SP0090,2026-02-14,15,3,12,mo_ban
LKD001411,SP0090,2026-02-18,15,9,6,mo_ban
LKD001412,SP0090,2026-02-22,15,9,6,mo_ban
LKD001413,SP0090,2026-02-26,15,2,13,mo_ban
LKD001414,SP0090,2026-03-02,15,7,8,mo_ban
LKD001415,SP0091,2026-01-05,20,8,12,mo_ban
LKD001416,SP0091,2026-01-08,20,16,4,mo_ban
LKD001417,SP0091,2026-01-11,20,17,3,mo_ban
LKD001418,SP0091,2026-01-14,20,20,0,het_cho
LKD001419,SP0091,2026-01-17,20,13,7,mo_ban
LKD001420,SP0091,2026-01-20,20,16,4,mo_ban
LKD001421,SP0091,2026-01-23,20,17,3,mo_ban
LKD001422,SP0091,2026-01-26,20,3,17,mo_ban
LKD001423,SP0091,2026-01-29,20,13,7,mo_ban
LKD001424,SP0091,2026-02-01,20,4,16,mo_ban
LKD001425,SP0091,2026-02-04,20,3,17,mo_ban
LKD001426,SP0091,2026-02-07,20,14,6,mo_ban
LKD001427,SP0091,2026-02-10,20,4,16,mo_ban
LKD001428,SP0091,2026-02-13,20,18,2,mo_ban
LKD001429,SP0091,2026-02-16,20,14,6,mo_ban
LKD001430,SP0091,2026-02-19,20,13,7,mo_ban
LKD001431,SP0091,2026-02-22,20,10,10,mo_ban
LKD001432,SP0091,2026-02-25,20,9,11,mo_ban
LKD001433,SP0091,2026-02-28,20,20,0,het_cho
LKD001434,SP0091,2026-03-03,20,3,17,mo_ban
LKD001435,SP0092,2026-01-05,8,3,5,mo_ban
LKD001436,SP0092,2026-01-10,8,6,2,mo_ban
LKD001437,SP0092,2026-01-15,8,5,3,mo_ban
LKD001438,SP0092,2026-01-20,8,6,2,mo_ban
LKD001439,SP0092,2026-01-25,8,7,1,mo_ban
LKD001440,SP0092,2026-01-30,8,5,3,mo_ban
LKD001441,SP0092,2026-02-04,8,1,7,mo_ban
LKD001442,SP0092,2026-02-09,8,2,6,mo_ban
LKD001443,SP0092,2026-02-14,8,7,1,mo_ban
LKD001444,SP0092,2026-02-19,8,8,0,het_cho
LKD001445,SP0092,2026-02-24,8,8,0,het_cho
LKD001446,SP0092,2026-03-01,8,5,3,mo_ban
LKD001447,SP0093,2026-01-05,15,11,4,mo_ban
LKD001448,SP0093,2026-01-10,15,5,10,mo_ban
LKD001449,SP0093,2026-01-15,15,1,14,mo_ban
LKD001450,SP0093,2026-01-20,15,3,12,mo_ban
LKD001451,SP0093,2026-01-25,15,10,5,mo_ban
LKD001452,SP0093,2026-01-30,15,1,14,mo_ban
LKD001453,SP0093,2026-02-04,15,1,14,mo_ban
LKD001454,SP0093,2026-02-09,15,4,11,mo_ban
LKD001455,SP0093,2026-02-14,15,11,4,mo_ban
LKD001456,SP0093,2026-02-19,15,1,14,mo_ban
LKD001457,SP0093,2026-02-24,15,6,9,mo_ban
LKD001458,SP0093,2026-03-01,15,9,6,mo_ban
LKD001459,SP0094,2026-01-05,45,33,12,mo_ban
LKD001460,SP0094,2026-01-10,45,30,15,mo_ban
LKD001461,SP0094,2026-01-15,45,26,19,mo_ban
LKD001462,SP0094,2026-01-20,45,44,1,mo_ban
LKD001463,SP0094,2026-01-25,45,42,3,mo_ban
LKD001464,SP0094,2026-01-30,45,32,13,mo_ban
LKD001465,SP0094,2026-02-04,45,1,44,mo_ban
LKD001466,SP0094,2026-02-09,45,5,40,mo_ban
LKD001467,SP0094,2026-02-14,45,27,18,mo_ban
LKD001468,SP0094,2026-02-19,45,18,27,mo_ban
LKD001469,SP0094,2026-02-24,45,39,6,mo_ban
LKD001470,SP0094,2026-03-01,45,25,20,mo_ban
LKD001471,SP0095,2026-01-05,4,1,3,mo_ban
LKD001472,SP0095,2026-01-08,4,4,0,het_cho
LKD001473,SP0095,2026-01-11,4,1,3,mo_ban
LKD001474,SP0095,2026-01-14,4,2,2,mo_ban
LKD001475,SP0095,2026-01-17,4,2,2,mo_ban
LKD001476,SP0095,2026-01-20,4,4,0,het_cho
LKD001477,SP0095,2026-01-23,4,1,3,mo_ban
LKD001478,SP0095,2026-01-26,4,3,1,mo_ban
LKD001479,SP0095,2026-01-29,4,0,4,mo_ban
LKD001480,SP0095,2026-02-01,4,0,4,mo_ban
LKD001481,SP0095,2026-02-04,4,3,1,mo_ban
LKD001482,SP0095,2026-02-07,4,0,4,mo_ban
LKD001483,SP0095,2026-02-10,4,3,1,mo_ban
LKD001484,SP0095,2026-02-13,4,2,2,mo_ban
LKD001485,SP0095,2026-02-16,4,3,1,mo_ban
LKD001486,SP0095,2026-02-19,4,0,4,mo_ban
LKD001487,SP0095,2026-02-22,4,3,1,mo_ban
LKD001488,SP0095,2026-02-25,4,1,3,mo_ban
LKD001489,SP0095,2026-02-28,4,4,0,het_cho
LKD001490,SP0095,2026-03-03,4,1,3,mo_ban
LKD001491,SP0096,2026-01-05,400,400,0,het_cho
LKD001492,SP0096,2026-01-09,400,387,13,mo_ban
LKD001493,SP0096,2026-01-13,400,56,344,mo_ban
LKD001494,SP0096,2026-01-17,400,166,234,mo_ban
LKD001495,SP0096,2026-01-21,400,343,57,mo_ban
LKD001496,SP0096,2026-01-25,400,355,45,mo_ban
LKD001497,SP0096,2026-01-29,400,73,327,mo_ban
LKD001498,SP0096,2026-02-02,400,288,112,mo_ban
LKD001499,SP0096,2026-02-06,400,127,273,mo_ban
LKD001500,SP0096,2026-02-10,400,170,230,mo_ban
LKD001501,SP0096,2026-02-14,400,390,10,mo_ban
LKD001502,SP0096,2026-02-18,400,287,113,mo_ban
LKD001503,SP0096,2026-02-22,400,384,16,mo_ban
LKD001504,SP0096,2026-02-26,400,147,253,mo_ban
LKD001505,SP0096,2026-03-02,400,96,304,mo_ban
LKD001506,SP0097,2026-01-05,4,2,2,mo_ban
LKD001507,SP0097,2026-01-10,4,1,3,mo_ban
LKD001508,SP0097,2026-01-15,4,2,2,mo_ban
LKD001509,SP0097,2026-01-20,4,3,1,mo_ban
LKD001510,SP0097,2026-01-25,4,4,0,het_cho
LKD001511,SP0097,2026-01-30,4,4,0,het_cho
LKD001512,SP0097,2026-02-04,4,0,4,mo_ban
LKD001513,SP0097,2026-02-09,4,1,3,mo_ban
LKD001514,SP0097,2026-02-14,4,0,4,mo_ban
LKD001515,SP0097,2026-02-19,4,4,0,het_cho
LKD001516,SP0097,2026-02-24,4,2,2,mo_ban
LKD001517,SP0097,2026-03-01,4,1,3,mo_ban
LKD001518,SP0098,2026-01-05,25,0,25,mo_ban
LKD001519,SP0098,2026-01-08,25,1,24,mo_ban
LKD001520,SP0098,2026-01-11,25,9,16,mo_ban
LKD001521,SP0098,2026-01-14,25,6,19,mo_ban
LKD001522,SP0098,2026-01-17,25,22,3,mo_ban
LKD001523,SP0098,2026-01-20,25,18,7,mo_ban
LKD001524,SP0098,2026-01-23,25,1,24,mo_ban
LKD001525,SP0098,2026-01-26,25,23,2,mo_ban
LKD001526,SP0098,2026-01-29,25,20,5,mo_ban
LKD001527,SP0098,2026-02-01,25,22,3,mo_ban
LKD001528,SP0098,2026-02-04,25,24,1,mo_ban
LKD001529,SP0098,2026-02-07,25,20,5,mo_ban
LKD001530,SP0098,2026-02-10,25,24,1,mo_ban
LKD001531,SP0098,2026-02-13,25,24,1,mo_ban
LKD001532,SP0098,2026-02-16,25,9,16,mo_ban
LKD001533,SP0098,2026-02-19,25,12,13,mo_ban
LKD001534,SP0098,2026-02-22,25,5,20,mo_ban
LKD001535,SP0098,2026-02-25,25,25,0,het_cho
LKD001536,SP0098,2026-02-28,25,25,0,het_cho
LKD001537,SP0098,2026-03-03,25,2,23,mo_ban
LKD001538,SP0099,2026-01-05,45,3,42,mo_ban
LKD001539,SP0099,2026-01-09,45,17,28,mo_ban
LKD001540,SP0099,2026-01-13,45,3,42,mo_ban
LKD001541,SP0099,2026-01-17,45,22,23,mo_ban
LKD001542,SP0099,2026-01-21,45,14,31,mo_ban
LKD001543,SP0099,2026-01-25,45,33,12,mo_ban
LKD001544,SP0099,2026-01-29,45,21,24,mo_ban
LKD001545,SP0099,2026-02-02,45,7,38,mo_ban
LKD001546,SP0099,2026-02-06,45,13,32,mo_ban
LKD001547,SP0099,2026-02-10,45,26,19,mo_ban
LKD001548,SP0099,2026-02-14,45,18,27,mo_ban
LKD001549,SP0099,2026-02-18,45,22,23,mo_ban
LKD001550,SP0099,2026-02-22,45,14,31,mo_ban
LKD001551,SP0099,2026-02-26,45,19,26,mo_ban
LKD001552,SP0099,2026-03-02,45,16,29,mo_ban
LKD001553,SP0100,2026-01-05,10,6,4,mo_ban
LKD001554,SP0100,2026-01-08,10,5,5,mo_ban
LKD001555,SP0100,2026-01-11,10,5,5,mo_ban
LKD001556,SP0100,2026-01-14,10,10,0,het_cho
LKD001557,SP0100,2026-01-17,10,9,1,mo_ban
LKD001558,SP0100,2026-01-20,10,8,2,mo_ban
LKD001559,SP0100,2026-01-23,10,4,6,mo_ban
LKD001560,SP0100,2026-01-26,10,5,5,mo_ban
LKD001561,SP0100,2026-01-29,10,5,5,mo_ban
LKD001562,SP0100,2026-02-01,10,3,7,mo_ban
LKD001563,SP0100,2026-02-04,10,9,1,mo_ban
LKD001564,SP0100,2026-02-07,10,4,6,mo_ban
LKD001565,SP0100,2026-02-10,10,2,8,mo_ban
LKD001566,SP0100,2026-02-13,10,6,4,mo_ban
LKD001567,SP0100,2026-02-16,10,6,4,mo_ban
LKD001568,SP0100,2026-02-19,10,10,0,het_cho
LKD001569,SP0100,2026-02-22,10,6,4,mo_ban
LKD001570,SP0100,2026-02-25,10,6,4,mo_ban
LKD001571,SP0100,2026-02-28,10,3,7,mo_ban
LKD001572,SP0100,2026-03-03,10,8,2,mo_ban
LKD001573,SP0101,2026-01-05,8,7,1,mo_ban
LKD001574,SP0101,2026-01-08,8,4,4,mo_ban
LKD001575,SP0101,2026-01-11,8,0,8,mo_ban
LKD001576,SP0101,2026-01-14,8,2,6,mo_ban
LKD001577,SP0101,2026-01-17,8,7,1,mo_ban
LKD001578,SP0101,2026-01-20,8,8,0,het_cho
LKD001579,SP0101,2026-01-23,8,8,0,het_cho
LKD001580,SP0101,2026-01-26,8,2,6,mo_ban
LKD001581,SP0101,2026-01-29,8,3,5,mo_ban
LKD001582,SP0101,2026-02-01,8,5,3,mo_ban
LKD001583,SP0101,2026-02-04,8,7,1,mo_ban
LKD001584,SP0101,2026-02-07,8,5,3,mo_ban
LKD001585,SP0101,2026-02-10,8,6,2,mo_ban
LKD001586,SP0101,2026-02-13,8,6,2,mo_ban
LKD001587,SP0101,2026-02-16,8,6,2,mo_ban
LKD001588,SP0101,2026-02-19,8,7,1,mo_ban
LKD001589,SP0101,2026-02-22,8,4,4,mo_ban
LKD001590,SP0101,2026-02-25,8,2,6,mo_ban
LKD001591,SP0101,2026-02-28,8,6,2,mo_ban
LKD001592,SP0101,2026-03-03,8,1,7,mo_ban
LKD001593,SP0102,2026-01-05,30,29,1,mo_ban
LKD001594,SP0102,2026-01-10,30,9,21,mo_ban
LKD001595,SP0102,2026-01-15,30,10,20,mo_ban
LKD001596,SP0102,2026-01-20,30,11,19,mo_ban
LKD001597,SP0102,2026-01-25,30,18,12,mo_ban
LKD001598,SP0102,2026-01-30,30,27,3,mo_ban
LKD001599,SP0102,2026-02-04,30,29,1,mo_ban
LKD001600,SP0102,2026-02-09,30,10,20,mo_ban
LKD001601,SP0102,2026-02-14,30,1,29,mo_ban
LKD001602,SP0102,2026-02-19,30,15,15,mo_ban
LKD001603,SP0102,2026-02-24,30,13,17,mo_ban
LKD001604,SP0102,2026-03-01,30,5,25,mo_ban
LKD001605,SP0103,2026-01-05,6,2,4,mo_ban
LKD001606,SP0103,2026-01-09,6,3,3,mo_ban
LKD001607,SP0103,2026-01-13,6,6,0,het_cho
LKD001608,SP0103,2026-01-17,6,1,5,mo_ban
LKD001609,SP0103,2026-01-21,6,1,5,mo_ban
LKD001610,SP0103,2026-01-25,6,6,0,het_cho
LKD001611,SP0103,2026-01-29,6,5,1,mo_ban
LKD001612,SP0103,2026-02-02,6,6,0,het_cho
LKD001613,SP0103,2026-02-06,6,2,4,mo_ban
LKD001614,SP0103,2026-02-10,6,0,6,mo_ban
LKD001615,SP0103,2026-02-14,6,5,1,mo_ban
LKD001616,SP0103,2026-02-18,6,0,6,mo_ban
LKD001617,SP0103,2026-02-22,6,6,0,het_cho
LKD001618,SP0103,2026-02-26,6,1,5,mo_ban
LKD001619,SP0103,2026-03-02,6,6,0,het_cho
LKD001620,SP0104,2026-01-05,29,25,4,mo_ban
LKD001621,SP0104,2026-01-09,29,27,2,mo_ban
LKD001622,SP0104,2026-01-13,29,21,8,mo_ban
LKD001623,SP0104,2026-01-17,29,1,28,mo_ban
LKD001624,SP0104,2026-01-21,29,1,28,mo_ban
LKD001625,SP0104,2026-01-25,29,18,11,mo_ban
LKD001626,SP0104,2026-01-29,29,28,1,mo_ban
LKD001627,SP0104,2026-02-02,29,28,1,mo_ban
LKD001628,SP0104,2026-02-06,29,1,28,mo_ban
LKD001629,SP0104,2026-02-10,29,1,28,mo_ban
LKD001630,SP0104,2026-02-14,29,19,10,mo_ban
LKD001631,SP0104,2026-02-18,29,0,29,mo_ban
LKD001632,SP0104,2026-02-22,29,14,15,mo_ban
LKD001633,SP0104,2026-02-26,29,11,18,mo_ban
LKD001634,SP0104,2026-03-02,29,13,16,mo_ban
LKD001635,SP0105,2026-01-05,400,337,63,mo_ban
LKD001636,SP0105,2026-01-10,400,59,341,mo_ban
LKD001637,SP0105,2026-01-15,400,201,199,mo_ban
LKD001638,SP0105,2026-01-20,400,379,21,mo_ban
LKD001639,SP0105,2026-01-25,400,382,18,mo_ban
LKD001640,SP0105,2026-01-30,400,167,233,mo_ban
LKD001641,SP0105,2026-02-04,400,214,186,mo_ban
LKD001642,SP0105,2026-02-09,400,266,134,mo_ban
LKD001643,SP0105,2026-02-14,400,345,55,mo_ban
LKD001644,SP0105,2026-02-19,400,223,177,mo_ban
LKD001645,SP0105,2026-02-24,400,364,36,mo_ban
LKD001646,SP0105,2026-03-01,400,327,73,mo_ban
LKD001647,SP0106,2026-01-05,2,0,2,mo_ban
LKD001648,SP0106,2026-01-09,2,2,0,het_cho
LKD001649,SP0106,2026-01-13,2,2,0,het_cho
LKD001650,SP0106,2026-01-17,2,2,0,het_cho
LKD001651,SP0106,2026-01-21,2,0,2,mo_ban
LKD001652,SP0106,2026-01-25,2,1,1,mo_ban
LKD001653,SP0106,2026-01-29,2,2,0,het_cho
LKD001654,SP0106,2026-02-02,2,1,1,mo_ban
LKD001655,SP0106,2026-02-06,2,0,2,mo_ban
LKD001656,SP0106,2026-02-10,2,2,0,het_cho
LKD001657,SP0106,2026-02-14,2,0,2,mo_ban
LKD001658,SP0106,2026-02-18,2,2,0,het_cho
LKD001659,SP0106,2026-02-22,2,1,1,mo_ban
LKD001660,SP0106,2026-02-26,2,0,2,mo_ban
LKD001661,SP0106,2026-03-02,2,1,1,mo_ban
LKD001662,SP0107,2026-01-05,100,29,71,mo_ban
LKD001663,SP0107,2026-01-10,100,7,93,mo_ban
LKD001664,SP0107,2026-01-15,100,76,24,mo_ban
LKD001665,SP0107,2026-01-20,100,40,60,mo_ban
LKD001666,SP0107,2026-01-25,100,60,40,mo_ban
LKD001667,SP0107,2026-01-30,100,37,63,mo_ban
LKD001668,SP0107,2026-02-04,100,92,8,mo_ban
LKD001669,SP0107,2026-02-09,100,13,87,mo_ban
LKD001670,SP0107,2026-02-14,100,59,41,mo_ban
LKD001671,SP0107,2026-02-19,100,1,99,mo_ban
LKD001672,SP0107,2026-02-24,100,28,72,mo_ban
LKD001673,SP0107,2026-03-01,100,20,80,mo_ban
LKD001674,SP0108,2026-01-05,29,21,8,mo_ban
LKD001675,SP0108,2026-01-08,29,14,15,mo_ban
LKD001676,SP0108,2026-01-11,29,1,28,mo_ban
LKD001677,SP0108,2026-01-14,29,7,22,mo_ban
LKD001678,SP0108,2026-01-17,29,11,18,mo_ban
LKD001679,SP0108,2026-01-20,29,18,11,mo_ban
LKD001680,SP0108,2026-01-23,29,29,0,het_cho
LKD001681,SP0108,2026-01-26,29,7,22,mo_ban
LKD001682,SP0108,2026-01-29,29,29,0,het_cho
LKD001683,SP0108,2026-02-01,29,13,16,mo_ban
LKD001684,SP0108,2026-02-04,29,3,26,mo_ban
LKD001685,SP0108,2026-02-07,29,19,10,mo_ban
LKD001686,SP0108,2026-02-10,29,15,14,mo_ban
LKD001687,SP0108,2026-02-13,29,16,13,mo_ban
LKD001688,SP0108,2026-02-16,29,27,2,mo_ban
LKD001689,SP0108,2026-02-19,29,1,28,mo_ban
LKD001690,SP0108,2026-02-22,29,29,0,het_cho
LKD001691,SP0108,2026-02-25,29,14,15,mo_ban
LKD001692,SP0108,2026-02-28,29,19,10,mo_ban
LKD001693,SP0108,2026-03-03,29,1,28,mo_ban
LKD001694,SP0109,2026-01-05,2,2,0,het_cho
LKD001695,SP0109,2026-01-08,2,0,2,mo_ban
LKD001696,SP0109,2026-01-11,2,1,1,mo_ban
LKD001697,SP0109,2026-01-14,2,1,1,mo_ban
LKD001698,SP0109,2026-01-17,2,1,1,mo_ban
LKD001699,SP0109,2026-01-20,2,2,0,het_cho
LKD001700,SP0109,2026-01-23,2,2,0,het_cho
LKD001701,SP0109,2026-01-26,2,2,0,het_cho
LKD001702,SP0109,2026-01-29,2,2,0,het_cho
LKD001703,SP0109,2026-02-01,2,2,0,het_cho
LKD001704,SP0109,2026-02-04,2,0,2,mo_ban
LKD001705,SP0109,2026-02-07,2,1,1,mo_ban
LKD001706,SP0109,2026-02-10,2,0,2,mo_ban
LKD001707,SP0109,2026-02-13,2,0,2,mo_ban
LKD001708,SP0109,2026-02-16,2,0,2,mo_ban
LKD001709,SP0109,2026-02-19,2,2,0,het_cho
LKD001710,SP0109,2026-02-22,2,2,0,het_cho
LKD001711,SP0109,2026-02-25,2,2,0,het_cho
LKD001712,SP0109,2026-02-28,2,1,1,mo_ban
LKD001713,SP0109,2026-03-03,2,0,2,mo_ban
LKD001714,SP0110,2026-01-05,400,306,94,mo_ban
LKD001715,SP0110,2026-01-08,400,372,28,mo_ban
LKD001716,SP0110,2026-01-11,400,371,29,mo_ban
LKD001717,SP0110,2026-01-14,400,120,280,mo_ban
LKD001718,SP0110,2026-01-17,400,325,75,mo_ban
LKD001719,SP0110,2026-01-20,400,289,111,mo_ban
LKD001720,SP0110,2026-01-23,400,205,195,mo_ban
LKD001721,SP0110,2026-01-26,400,173,227,mo_ban
LKD001722,SP0110,2026-01-29,400,15,385,mo_ban
LKD001723,SP0110,2026-02-01,400,74,326,mo_ban
LKD001724,SP0110,2026-02-04,400,148,252,mo_ban
LKD001725,SP0110,2026-02-07,400,341,59,mo_ban
LKD001726,SP0110,2026-02-10,400,386,14,mo_ban
LKD001727,SP0110,2026-02-13,400,165,235,mo_ban
LKD001728,SP0110,2026-02-16,400,102,298,mo_ban
LKD001729,SP0110,2026-02-19,400,32,368,mo_ban
LKD001730,SP0110,2026-02-22,400,138,262,mo_ban
LKD001731,SP0110,2026-02-25,400,47,353,mo_ban
LKD001732,SP0110,2026-02-28,400,83,317,mo_ban
LKD001733,SP0110,2026-03-03,400,38,362,mo_ban
LKD001734,SP0111,2026-01-05,8,1,7,mo_ban
LKD001735,SP0111,2026-01-09,8,2,6,mo_ban
LKD001736,SP0111,2026-01-13,8,5,3,mo_ban
LKD001737,SP0111,2026-01-17,8,0,8,mo_ban
LKD001738,SP0111,2026-01-21,8,5,3,mo_ban
LKD001739,SP0111,2026-01-25,8,7,1,mo_ban
LKD001740,SP0111,2026-01-29,8,5,3,mo_ban
LKD001741,SP0111,2026-02-02,8,1,7,mo_ban
LKD001742,SP0111,2026-02-06,8,1,7,mo_ban
LKD001743,SP0111,2026-02-10,8,8,0,het_cho
LKD001744,SP0111,2026-02-14,8,8,0,het_cho
LKD001745,SP0111,2026-02-18,8,2,6,mo_ban
LKD001746,SP0111,2026-02-22,8,5,3,mo_ban
LKD001747,SP0111,2026-02-26,8,6,2,mo_ban
LKD001748,SP0111,2026-03-02,8,6,2,mo_ban
LKD001749,SP0112,2026-01-05,16,9,7,mo_ban
LKD001750,SP0112,2026-01-10,16,6,10,mo_ban
LKD001751,SP0112,2026-01-15,16,2,14,mo_ban
LKD001752,SP0112,2026-01-20,16,7,9,mo_ban
LKD001753,SP0112,2026-01-25,16,14,2,mo_ban
LKD001754,SP0112,2026-01-30,16,1,15,mo_ban
LKD001755,SP0112,2026-02-04,16,13,3,mo_ban
LKD001756,SP0112,2026-02-09,16,15,1,mo_ban
LKD001757,SP0112,2026-02-14,16,6,10,mo_ban
LKD001758,SP0112,2026-02-19,16,10,6,mo_ban
LKD001759,SP0112,2026-02-24,16,10,6,mo_ban
LKD001760,SP0112,2026-03-01,16,7,9,mo_ban
LKD001761,SP0113,2026-01-05,29,13,16,mo_ban
LKD001762,SP0113,2026-01-10,29,29,0,het_cho
LKD001763,SP0113,2026-01-15,29,13,16,mo_ban
LKD001764,SP0113,2026-01-20,29,17,12,mo_ban
LKD001765,SP0113,2026-01-25,29,29,0,het_cho
LKD001766,SP0113,2026-01-30,29,10,19,mo_ban
LKD001767,SP0113,2026-02-04,29,6,23,mo_ban
LKD001768,SP0113,2026-02-09,29,7,22,mo_ban
LKD001769,SP0113,2026-02-14,29,9,20,mo_ban
LKD001770,SP0113,2026-02-19,29,7,22,mo_ban
LKD001771,SP0113,2026-02-24,29,1,28,mo_ban
LKD001772,SP0113,2026-03-01,29,11,18,mo_ban
LKD001773,SP0114,2026-01-05,45,33,12,mo_ban
LKD001774,SP0114,2026-01-08,45,33,12,mo_ban
LKD001775,SP0114,2026-01-11,45,17,28,mo_ban
LKD001776,SP0114,2026-01-14,45,37,8,mo_ban
LKD001777,SP0114,2026-01-17,45,42,3,mo_ban
LKD001778,SP0114,2026-01-20,45,36,9,mo_ban
LKD001779,SP0114,2026-01-23,45,39,6,mo_ban
LKD001780,SP0114,2026-01-26,45,36,9,mo_ban
LKD001781,SP0114,2026-01-29,45,30,15,mo_ban
LKD001782,SP0114,2026-02-01,45,23,22,mo_ban
LKD001783,SP0114,2026-02-04,45,18,27,mo_ban
LKD001784,SP0114,2026-02-07,45,10,35,mo_ban
LKD001785,SP0114,2026-02-10,45,19,26,mo_ban
LKD001786,SP0114,2026-02-13,45,16,29,mo_ban
LKD001787,SP0114,2026-02-16,45,32,13,mo_ban
LKD001788,SP0114,2026-02-19,45,21,24,mo_ban
LKD001789,SP0114,2026-02-22,45,31,14,mo_ban
LKD001790,SP0114,2026-02-25,45,38,7,mo_ban
LKD001791,SP0114,2026-02-28,45,36,9,mo_ban
LKD001792,SP0114,2026-03-03,45,3,42,mo_ban
LKD001793,SP0115,2026-01-05,45,44,1,mo_ban
LKD001794,SP0115,2026-01-10,45,45,0,het_cho
LKD001795,SP0115,2026-01-15,45,16,29,mo_ban
LKD001796,SP0115,2026-01-20,45,31,14,mo_ban
LKD001797,SP0115,2026-01-25,45,6,39,mo_ban
LKD001798,SP0115,2026-01-30,45,21,24,mo_ban
LKD001799,SP0115,2026-02-04,45,2,43,mo_ban
LKD001800,SP0115,2026-02-09,45,40,5,mo_ban
LKD001801,SP0115,2026-02-14,45,20,25,mo_ban
LKD001802,SP0115,2026-02-19,45,1,44,mo_ban
LKD001803,SP0115,2026-02-24,45,45,0,het_cho
LKD001804,SP0115,2026-03-01,45,26,19,mo_ban
LKD001805,SP0116,2026-01-05,6,4,2,mo_ban
LKD001806,SP0116,2026-01-08,6,1,5,mo_ban
LKD001807,SP0116,2026-01-11,6,0,6,mo_ban
LKD001808,SP0116,2026-01-14,6,5,1,mo_ban
LKD001809,SP0116,2026-01-17,6,2,4,mo_ban
LKD001810,SP0116,2026-01-20,6,3,3,mo_ban
LKD001811,SP0116,2026-01-23,6,1,5,mo_ban
LKD001812,SP0116,2026-01-26,6,5,1,mo_ban
LKD001813,SP0116,2026-01-29,6,6,0,het_cho
LKD001814,SP0116,2026-02-01,6,0,6,mo_ban
LKD001815,SP0116,2026-02-04,6,4,2,mo_ban
LKD001816,SP0116,2026-02-07,6,5,1,mo_ban
LKD001817,SP0116,2026-02-10,6,5,1,mo_ban
LKD001818,SP0116,2026-02-13,6,2,4,mo_ban
LKD001819,SP0116,2026-02-16,6,6,0,het_cho
LKD001820,SP0116,2026-02-19,6,3,3,mo_ban
LKD001821,SP0116,2026-02-22,6,6,0,het_cho
LKD001822,SP0116,2026-02-25,6,0,6,mo_ban
LKD001823,SP0116,2026-02-28,6,6,0,het_cho
LKD001824,SP0116,2026-03-03,6,1,5,mo_ban
LKD001825,SP0117,2026-01-05,29,3,26,mo_ban
LKD001826,SP0117,2026-01-08,29,10,19,mo_ban
LKD001827,SP0117,2026-01-11,29,10,19,mo_ban
LKD001828,SP0117,2026-01-14,29,0,29,mo_ban
LKD001829,SP0117,2026-01-17,29,26,3,mo_ban
LKD001830,SP0117,2026-01-20,29,21,8,mo_ban
LKD001831,SP0117,2026-01-23,29,6,23,mo_ban
LKD001832,SP0117,2026-01-26,29,7,22,mo_ban
LKD001833,SP0117,2026-01-29,29,13,16,mo_ban
LKD001834,SP0117,2026-02-01,29,19,10,mo_ban
LKD001835,SP0117,2026-02-04,29,18,11,mo_ban
LKD001836,SP0117,2026-02-07,29,16,13,mo_ban
LKD001837,SP0117,2026-02-10,29,16,13,mo_ban
LKD001838,SP0117,2026-02-13,29,8,21,mo_ban
LKD001839,SP0117,2026-02-16,29,26,3,mo_ban
LKD001840,SP0117,2026-02-19,29,8,21,mo_ban
LKD001841,SP0117,2026-02-22,29,17,12,mo_ban
LKD001842,SP0117,2026-02-25,29,28,1,mo_ban
LKD001843,SP0117,2026-02-28,29,25,4,mo_ban
LKD001844,SP0117,2026-03-03,29,7,22,mo_ban
LKD001845,SP0118,2026-01-05,8,0,8,mo_ban
LKD001846,SP0118,2026-01-10,8,8,0,het_cho
LKD001847,SP0118,2026-01-15,8,8,0,het_cho
LKD001848,SP0118,2026-01-20,8,6,2,mo_ban
LKD001849,SP0118,2026-01-25,8,5,3,mo_ban
LKD001850,SP0118,2026-01-30,8,3,5,mo_ban
LKD001851,SP0118,2026-02-04,8,6,2,mo_ban
LKD001852,SP0118,2026-02-09,8,1,7,mo_ban
LKD001853,SP0118,2026-02-14,8,3,5,mo_ban
LKD001854,SP0118,2026-02-19,8,6,2,mo_ban
LKD001855,SP0118,2026-02-24,8,8,0,het_cho
LKD001856,SP0118,2026-03-01,8,7,1,mo_ban
LKD001857,SP0120,2026-01-05,100,7,93,mo_ban
LKD001858,SP0120,2026-01-10,100,29,71,mo_ban
LKD001859,SP0120,2026-01-15,100,11,89,mo_ban
LKD001860,SP0120,2026-01-20,100,62,38,mo_ban
LKD001861,SP0120,2026-01-25,100,24,76,mo_ban
LKD001862,SP0120,2026-01-30,100,48,52,mo_ban
